Feature1,Feature2,Feature3,Feature4,Target_KNN,Target_LR,Target_NB,Target_SVM,Target_CNN,Target_RNN,Cluster
60,45,10,53.00854639518947,0,11.859296482412061,1,1,93.23546688452174,5.9296482412060305,0
64,28,25,57.66963681036579,0,11.909547738693467,0,1,75.26654433820144,5.954773869346734,2
73,99,70,99.74988250176224,0,11.959798994974875,2,1,78.52226480198473,5.9798994974874375,0
12,76,73,81.81550335182888,0,12.010050251256281,1,1,33.6117064661097,6.005025125628141,2
60,28,72,63.0521098827532,1,12.06030150753769,0,0,76.89422251850274,6.030150753768845,0
16,29,78,84.22604235058115,0,12.110552763819095,1,1,33.09158063970701,6.055276381909548,1
30,80,31,94.91526050014639,1,12.160804020100503,1,1,71.17846298789517,6.080402010050252,2
82,61,76,97.52214444447077,1,12.21105527638191,0,1,99.95474496960844,6.105527638190955,2
48,42,85,43.47183386546244,0,12.261306532663317,2,0,68.90646070060257,6.130653266331659,2
27,49,35,63.67130791648779,1,12.311557788944723,2,1,63.124708265693336,6.155778894472362,2
13,48,25,46.40536395615306,1,12.361809045226131,0,0,51.89983995539113,6.180904522613066,1
98,91,60,60.13960388781779,1,12.412060301507537,2,1,38.43658051505251,6.206030150753769,2
69,10,95,50.180794233733934,0,12.462311557788945,0,0,81.17165700207971,6.231155778894473,1
23,20,66,78.81090170012342,1,12.512562814070352,0,0,43.48193194499413,6.256281407035176,1
18,66,38,63.296103039392335,1,12.56281407035176,0,1,38.069741487309905,6.28140703517588,1
99,98,87,53.76368474229698,1,12.613065326633166,2,1,59.523386181135876,6.306532663316583,1
62,59,78,55.956275497854335,0,12.663316582914574,0,0,85.67392865713683,6.331658291457287,0
11,32,56,61.620705712316095,1,12.71356783919598,1,1,82.15451836841542,6.35678391959799,0
93,40,71,55.59699177125576,0,12.763819095477388,2,0,33.84178302525324,6.381909547738694,2
69,51,78,67.19445080972986,0,12.814070351758794,2,0,61.86005795253092,6.407035175879397,0
80,16,85,41.93895706657903,0,12.864321608040202,2,0,66.57042032498182,6.432160804020101,0
53,25,25,56.78581043013674,0,12.914572864321608,2,0,75.11826554380755,6.457286432160804,2
17,99,99,64.67240325233118,0,12.964824120603016,1,0,75.51171453102597,6.482412060301508,2
56,69,99,76.16691292139791,0,13.015075376884422,2,1,55.528807462011414,6.507537688442211,2
44,11,57,56.25745855090779,1,13.06532663316583,2,0,69.24740358024599,6.532663316582915,0
87,10,94,47.99110751342498,0,13.115577889447236,0,0,63.67433186908605,6.557788944723618,0
90,57,48,44.57202277594979,1,13.165829145728644,2,1,91.94988495662967,6.582914572864322,2
45,21,42,96.43190962812301,1,13.21608040201005,1,0,67.11855928444301,6.608040201005025,1
59,78,32,64.99834346430876,0,13.266331658291458,1,1,60.87225132237131,6.633165829145729,2
13,46,19,74.86975727084958,1,13.316582914572864,1,1,58.313981477729556,6.658291457286432,1
11,41,78,95.15059311013357,1,13.366834170854272,1,1,70.0699431603426,6.683417085427136,1
15,18,43,44.964905202118366,1,13.417085427135678,2,0,86.27838855806283,6.708542713567839,2
63,28,61,92.59968915554757,1,13.467336683417086,2,0,67.68810432665512,6.733668341708543,2
13,57,19,73.0952723526442,0,13.517587939698492,1,0,76.31586225563791,6.758793969849246,2
63,89,28,49.89005566822006,1,13.5678391959799,1,1,81.64990368345676,6.78391959798995,0
72,12,67,64.67530699512214,0,13.618090452261306,2,0,66.41176769151123,6.809045226130653,1
27,29,10,86.65613702411353,1,13.668341708542714,1,1,59.877193965840505,6.834170854271357,0
99,33,78,68.82220491198129,1,13.71859296482412,0,0,91.36657645037147,6.85929648241206,0
53,63,13,99.11716303993026,0,13.768844221105528,1,1,59.22542588195245,6.884422110552764,2
43,42,25,62.604338196276444,1,13.819095477386934,1,0,62.335999540291134,6.909547738693467,0
83,33,33,84.97469799856432,1,13.869346733668342,0,0,99.3238919339244,6.934673366834171,2
71,84,89,63.579366938731546,1,13.919597989949748,0,0,30.01662665031192,6.959798994974874,1
23,81,11,89.74985324239086,0,13.969849246231156,2,1,42.983103670370575,6.984924623115578,2
57,45,41,74.14488814994486,1,14.020100502512562,2,1,56.8774722943808,7.010050251256281,0
24,47,93,43.81070977540008,0,14.07035175879397,0,0,95.2812936597677,7.035175879396985,0
81,93,33,42.20931205815948,1,14.120603015075378,0,0,34.90207940232297,7.060301507537689,2
87,98,21,48.031127128037994,0,14.170854271356784,2,1,30.663980353994866,7.085427135678392,2
96,34,59,40.82031788961984,0,14.22110552763819,1,1,33.687868518406,7.110552763819095,0
71,27,44,44.52154362114774,1,14.271356783919598,0,1,36.19803874295327,7.135678391959799,1
49,91,42,81.50286383013471,1,14.321608040201006,2,0,32.63177412443826,7.160804020100503,1
94,75,42,72.06077650176778,0,14.371859296482413,1,1,63.584692879955334,7.185929648241206,2
89,63,70,84.99464496819832,0,14.422110552763819,0,0,70.65300450591295,7.211055276381909,1
91,44,60,94.78994513545857,1,14.472361809045227,1,1,49.01808797483029,7.236180904522613,0
62,89,52,75.10897193952832,0,14.522613065326635,2,0,57.88011687829449,7.261306532663317,2
33,70,21,83.56725064431089,1,14.57286432160804,0,1,36.41895345780011,7.28643216080402,0
35,50,76,85.42487212254736,1,14.623115577889447,1,1,53.545932467989545,7.311557788944723,0
98,42,74,62.67103295654719,1,14.673366834170855,0,1,66.57634341441661,7.336683417085427,1
69,77,42,54.46508993977791,1,14.723618090452263,1,1,81.25902650292517,7.361809045226131,2
50,42,49,52.30271971039149,0,14.773869346733669,2,1,30.234245343008546,7.386934673366834,2
38,23,83,55.08654637070791,1,14.824120603015075,2,0,62.71175365763568,7.4120603015075375,1
24,30,52,56.483907821554524,0,14.874371859296483,0,1,50.79020135184176,7.437185929648241,0
54,57,53,52.43365894048338,1,14.92462311557789,1,1,89.69752751843309,7.462311557788945,0
74,29,38,92.69324004875153,0,14.974874371859297,0,1,80.08873206639694,7.4874371859296485,0
98,17,22,85.41994793033372,1,15.025125628140703,0,0,71.23759741296263,7.5125628140703515,0
80,16,21,42.8137880674732,0,15.075376884422111,1,1,49.40859519877415,7.5376884422110555,2
18,76,55,56.12034892151844,0,15.125628140703519,1,0,93.72373714402741,7.5628140703517595,2
97,26,11,41.3310845218181,1,15.175879396984925,1,1,33.157047405422624,7.5879396984924625,1
10,42,44,69.88991119875358,1,15.226130653266331,2,1,37.66273190753806,7.613065326633166,1
17,57,96,68.57264180734086,1,15.27638190954774,0,0,57.414109837824924,7.63819095477387,2
97,85,90,89.88228940375006,1,15.326633165829147,0,1,38.71062901077995,7.6633165829145735,2
72,68,99,58.46663438626297,0,15.376884422110553,2,0,96.94909882915975,7.688442211055277,0
20,95,17,88.98314411278375,1,15.42713567839196,1,0,85.85925255003684,7.71356783919598,0
90,31,35,98.07842592638939,0,15.477386934673367,2,1,48.12878561212696,7.738693467336684,1
17,39,83,45.30449340193879,0,15.527638190954775,2,0,71.19879602812718,7.763819095477388,2
44,47,99,87.50907036817797,1,15.577889447236181,2,1,98.76313605560571,7.788944723618091,1
44,60,43,75.39735382825816,0,15.628140703517587,0,1,91.8939284692052,7.814070351758794,2
42,63,16,68.8027580211085,0,15.678391959798995,2,0,72.05589125095386,7.839195979899498,0
14,17,77,65.2321467199045,0,15.728643216080403,0,0,93.26067770226894,7.864321608040202,1
50,36,67,87.08009583665857,0,15.77889447236181,0,0,99.24294368693512,7.889447236180905,1
37,36,84,78.36168141845454,1,15.829145728643216,0,0,82.03469760255369,7.914572864321608,2
16,30,38,88.30268005116172,1,15.879396984924623,1,1,34.54904866380258,7.939698492462312,0
82,39,45,94.18906352059759,1,15.929648241206031,0,1,58.110616549784126,7.964824120603016,1
81,37,98,77.03582272583752,1,15.979899497487438,0,0,88.64780146982719,7.989949748743719,0
21,73,30,98.82776350554266,0,16.030150753768844,1,1,46.13984370635133,8.015075376884422,1
43,78,45,76.48527097251312,0,16.08040201005025,0,1,88.14497624254372,8.040201005025125,0
42,70,19,78.19865929733695,1,16.13065326633166,2,1,38.423713342449716,8.06532663316583,2
57,57,82,73.28893651253354,1,16.180904522613066,2,1,33.28617500034691,8.090452261306533,1
32,28,33,45.46012546307982,1,16.231155778894472,0,0,56.88634280438747,8.115577889447236,1
71,13,73,83.5838219590137,0,16.28140703517588,1,0,32.571235619862954,8.14070351758794,0
97,44,58,72.8467784139467,1,16.331658291457288,2,1,97.0089184088328,8.165829145728644,0
46,73,45,67.05462684496626,1,16.381909547738694,1,0,87.83439870557761,8.190954773869347,1
53,58,91,94.62827670419638,1,16.4321608040201,1,0,86.05387809909126,8.21608040201005,2
95,26,33,57.877567092517026,0,16.482412060301506,2,0,74.08445460973071,8.241206030150753,0
44,53,32,71.41613656090067,0,16.532663316582916,1,1,45.14268161255875,8.266331658291458,0
74,39,71,81.8585122896078,0,16.582914572864322,2,1,66.27822566734746,8.291457286432161,0
56,55,46,87.78830654043264,0,16.633165829145728,1,1,71.80918507012387,8.316582914572864,1
87,15,21,67.56080847677035,0,16.683417085427138,2,0,66.75220506021877,8.341708542713569,1
12,46,64,90.52548490112258,0,16.733668341708544,0,1,48.21633575660691,8.366834170854272,1
10,33,22,86.13506447892385,0,16.78391959798995,2,1,66.06735470203081,8.391959798994975,1
14,55,32,43.97415867111195,0,16.834170854271356,2,0,64.38304386080387,8.417085427135678,2
99,62,98,42.75167598427798,1,16.884422110552762,2,1,99.7435043064707,8.442211055276381,2
23,69,39,77.24834106532548,1,16.934673366834172,2,1,92.82053036323427,8.467336683417086,1
36,72,26,60.844804493524855,0,16.984924623115578,1,0,62.436652375093395,8.492462311557789,2
18,94,71,52.54784746471085,0,17.035175879396984,0,0,73.60561680545831,8.517587939698492,0
88,41,93,74.77899606830431,1,17.085427135678394,2,0,82.351012286456,8.542713567839197,0
24,96,98,60.4937926273927,0,17.1356783919598,1,1,32.44056121636774,8.5678391959799,0
99,42,95,72.2358050028442,0,17.185929648241206,0,1,92.64450088594879,8.592964824120603,1
51,76,22,67.60714953901433,0,17.236180904522612,0,1,90.20887714925466,8.618090452261306,0
86,27,68,75.08596635694923,1,17.28643216080402,0,0,62.02024684415951,8.64321608040201,2
60,34,28,64.01802933461688,1,17.33668341708543,0,0,57.381883625626585,8.668341708542714,1
72,63,58,81.8600544218159,1,17.386934673366834,2,1,49.10715623994204,8.693467336683417,2
61,67,21,50.804036340957914,1,17.43718592964824,2,1,63.367377983125785,8.71859296482412,0
13,76,70,81.79008797362474,1,17.48743718592965,1,0,33.10636644732657,8.743718592964825,0
32,55,28,64.69967286145169,0,17.537688442211056,1,0,89.65354733429055,8.768844221105528,0
24,33,85,92.45905629126503,1,17.587939698492463,1,0,32.47956578929816,8.793969849246231,1
52,41,18,70.91416329185265,0,17.63819095477387,0,0,53.03359557589097,8.819095477386934,2
38,56,80,98.38662095620626,0,17.688442211055275,0,1,95.21126418232929,8.844221105527637,1
45,95,37,76.11612373245761,1,17.738693467336685,2,0,81.4648858166417,8.869346733668342,1
22,32,87,53.43094395437923,1,17.78894472361809,0,1,49.69736724042687,8.894472361809045,0
41,75,61,89.30743821066696,0,17.839195979899497,0,1,47.68543657726195,8.919597989949748,1
80,36,92,60.7049576693432,0,17.889447236180906,0,1,30.355749787261818,8.944723618090453,1
68,11,25,60.85715286896101,0,17.939698492462313,1,0,78.70000049948251,8.969849246231156,0
95,99,78,41.90828088910991,1,17.98994974874372,1,0,33.414850717122114,8.99497487437186,1
37,26,21,72.92291855244451,1,18.040201005025125,2,0,67.28217635805335,9.020100502512562,0
75,42,34,72.06541022395137,1,18.09045226130653,0,0,97.34853808144348,9.045226130653266,0
51,18,61,61.35948905631916,1,18.14070351758794,0,1,37.66282020381177,9.07035175879397,0
54,52,94,93.65303577375555,1,18.190954773869347,2,0,92.61359516776471,9.095477386934673,0
71,57,62,47.724903897978635,0,18.241206030150757,0,0,99.40327346015337,9.120603015075378,1
66,48,32,59.80597079860932,1,18.291457286432163,0,1,34.30619183674645,9.145728643216081,0
15,51,25,59.29496588080174,0,18.34170854271357,1,0,91.80343883962229,9.170854271356784,0
37,35,66,45.53743517372477,0,18.391959798994975,2,1,66.12553143105316,9.195979899497488,1
37,59,48,68.86872364337759,0,18.44221105527638,2,1,93.4559603611206,9.22110552763819,1
53,34,62,81.26708302576498,1,18.492462311557787,2,1,69.99232593437019,9.246231155778894,2
93,33,51,70.69942081283567,1,18.542713567839197,2,1,76.34784070745953,9.271356783919598,1
39,22,67,49.41866096297162,1,18.592964824120603,1,1,68.06452355981796,9.296482412060302,1
71,69,48,62.63715791452435,0,18.643216080402013,1,1,90.5145016215144,9.321608040201006,2
84,16,23,40.155701463018794,0,18.69346733668342,0,1,81.37369432675912,9.34673366834171,1
98,66,14,92.09806642213522,0,18.743718592964825,0,1,66.48822185262904,9.371859296482413,1
71,45,44,45.07102046084091,0,18.79396984924623,0,0,90.7712562836083,9.396984924623116,1
10,54,96,75.83668493532583,0,18.844221105527637,0,0,47.169987257873416,9.422110552763819,1
36,29,84,99.1754197520089,0,18.894472361809044,1,0,41.01384617917682,9.447236180904522,2
71,74,27,72.19543875923995,1,18.944723618090453,2,0,41.228007373105044,9.472361809045227,1
86,17,85,95.44250554644599,1,18.99497487437186,1,1,53.380621512166655,9.49748743718593,1
12,25,18,54.166991987044256,1,19.04522613065327,0,0,46.708302191071226,9.522613065326635,2
79,23,83,85.59732453625514,1,19.095477386934675,1,1,95.10632453568171,9.547738693467338,0
81,85,67,71.87594523841204,0,19.14572864321608,2,0,37.40838656800088,9.57286432160804,2
36,96,26,83.23096368348789,0,19.195979899497488,2,0,78.92935166277114,9.597989949748744,0
18,24,16,43.74048175067449,1,19.246231155778894,1,0,43.24550778495041,9.623115577889447,2
71,75,55,48.8643455143736,0,19.2964824120603,1,1,91.71459929392452,9.64824120603015,2
46,41,22,47.987015715248695,1,19.34673366834171,1,0,97.29207017294353,9.673366834170855,1
60,96,49,81.22993032419987,1,19.396984924623116,0,1,62.58290061389885,9.698492462311558,0
53,72,51,90.66644035801772,1,19.447236180904525,1,1,91.53500361596922,9.723618090452263,1
33,95,18,84.97697392051523,0,19.49748743718593,1,0,30.360161952830033,9.748743718592966,0
88,60,59,41.82832916401565,1,19.547738693467338,1,0,87.396284218567,9.773869346733669,2
68,34,36,92.0328988644834,1,19.597989949748744,2,0,46.00376130674465,9.798994974874372,2
41,67,75,61.248800247587525,1,19.64824120603015,2,1,93.60909164885575,9.824120603015075,0
97,72,14,63.82982995024495,0,19.698492462311556,0,0,30.078407803607664,9.849246231155778,1
61,71,38,46.292149991948854,0,19.748743718592966,0,1,68.932721452783,9.874371859296483,1
71,31,46,84.24431236562916,1,19.798994974874372,2,1,82.96450626494543,9.899497487437186,1
67,67,47,50.93703270855748,0,19.84924623115578,2,0,48.108183148853556,9.92462311557789,1
61,67,92,73.83790552113018,0,19.899497487437188,2,0,43.519300521110516,9.949748743718594,2
21,95,17,90.44259915267587,0,19.949748743718594,1,1,35.88687571275892,9.974874371859297,2
48,58,74,45.352259722723375,0,20.0,1,1,52.8503503552305,10.0,2
