Feature1,Feature2,Feature3,Feature4,Target_KNN,Target_LR,Target_NB,Target_SVM,Target_CNN,Target_RNN,Cluster
142,136.5728576792159,17,27.685069716298276,0,17.8643216080402,3,1,75.3818582537315,9.336683417085426,2
146,29.266435107171308,35,88.27178230404768,1,17.939698492462313,3,0,107.48121849823916,9.371859296482413,3
184,144.10580390432997,18,69.8553524783198,0,18.015075376884422,0,1,66.89446990900602,9.407035175879397,1
125,105.11010058607526,24,54.62505804088559,1,18.09045226130653,4,1,42.72972088024381,9.442211055276381,3
98,69.40968616183669,22,24.447567854024072,0,18.165829145728644,1,0,42.16690536435405,9.477386934673367,2
143,45.63003645447405,33,14.30865655984209,0,18.241206030150753,2,1,67.15907319628087,9.512562814070352,2
73,82.29381982766799,10,35.604786601678676,1,18.316582914572862,3,1,51.20174555242358,9.547738693467338,1
197,45.29258201408913,36,70.25498687307223,0,18.391959798994975,3,0,41.63464674297301,9.582914572864322,1
86,41.62310900660848,33,31.546503864162005,0,18.467336683417084,1,1,92.93495297651238,9.618090452261306,1
53,100.25572846368665,47,53.16449763964041,0,18.542713567839197,4,0,72.09661062173234,9.65326633165829,3
157,88.00101419563201,6,68.23577413845945,1,18.618090452261306,3,0,60.24713403808582,9.688442211055277,1
175,107.11248449942242,27,18.635497171717148,0,18.693467336683415,1,0,103.00582281115365,9.72361809045226,2
69,140.84876406485859,23,64.82384128926986,0,18.768844221105528,0,0,48.12972721403679,9.758793969849247,2
99,89.19382773407523,35,17.349671016803576,1,18.844221105527637,4,1,106.91431802687235,9.793969849246231,0
145,95.52116692416371,9,87.21037937015973,1,18.91959798994975,2,1,61.977670216414694,9.829145728643216,3
154,31.651424090142477,23,49.07153040519517,1,18.99497487437186,3,1,102.18825706160769,9.864321608040202,0
166,113.29265216812183,38,22.05408861679019,0,19.07035175879397,1,0,82.2060013535623,9.899497487437186,2
147,71.9876768845403,14,37.39069088268372,0,19.14572864321608,0,1,97.86951518190412,9.93467336683417,0
115,146.97428102613526,29,43.07331594362091,0,19.22110552763819,2,1,108.8809214247325,9.969849246231156,2
128,127.01262202743584,6,70.65480088612298,1,19.2964824120603,1,0,60.1883806473122,10.00502512562814,0
55,87.92253526709538,15,69.47390288612874,0,19.371859296482413,1,0,107.2794839785315,10.040201005025125,1
88,36.01894504238159,35,58.95524042698648,0,19.44723618090452,2,1,67.26373264316942,10.075376884422111,0
164,131.72405312647658,19,18.474457004679437,1,19.52261306532663,0,0,66.98583333158456,10.110552763819095,1
174,123.97154240512282,13,22.125549727013887,1,19.597989949748744,0,0,63.8270972978154,10.145728643216081,1
61,43.99606683981429,27,17.50055365164453,1,19.673366834170853,4,0,77.89853251433097,10.180904522613066,3
180,58.38617759864031,23,56.173822663004,1,19.748743718592962,3,0,50.790153022494096,10.21608040201005,1
67,123.14294355921885,13,80.17107532091232,1,19.824120603015075,2,1,78.75980397506078,10.251256281407034,1
89,44.079698051163255,39,44.70404098038174,0,19.899497487437188,2,0,77.91933686870027,10.28643216080402,0
70,139.30782359227905,25,22.867853916619694,1,19.974874371859297,2,0,93.3331268823409,10.321608040201005,2
192,75.18856527552705,13,54.64338601191736,0,20.050251256281406,0,0,98.35549733563099,10.35678391959799,3
148,31.315065136395624,32,74.94017734925679,0,20.12562814070352,3,0,70.83089452186968,10.391959798994975,1
75,126.04732365555651,11,69.3369649210344,1,20.201005025125628,4,0,61.16332745460456,10.42713567839196,3
57,68.55625879499038,20,80.5160623740017,1,20.276381909547737,1,0,58.153442812196616,10.462311557788944,0
149,88.44489523999152,20,32.232167779909425,1,20.35175879396985,1,0,53.623668569341035,10.49748743718593,1
136,34.599564773458496,37,25.51630938142199,0,20.42713567839196,2,0,44.035330753931746,10.532663316582914,0
91,20.33592192984771,8,80.3853188753551,1,20.50251256281407,3,1,63.97135851842994,10.5678391959799,3
63,102.9380767531287,8,62.60482502224185,1,20.57788944723618,0,0,58.917338449154826,10.603015075376884,0
127,86.97277214338511,43,34.874314400604334,1,20.65326633165829,3,1,107.64921701064851,10.638190954773869,3
51,97.16001398600913,44,69.38784404580073,1,20.7286432160804,3,0,79.03961783750307,10.673366834170855,0
168,123.18670054946712,21,75.20947075842943,1,20.804020100502512,0,0,64.30939273213554,10.708542713567839,3
86,104.05876874497181,41,59.19825922729059,0,20.87939698492462,2,0,80.63273206955873,10.743718592964825,2
118,42.72054756755903,43,65.03072879039321,0,20.95477386934673,3,0,49.74376909419868,10.77889447236181,0
90,66.90042748437799,33,40.020792355413306,0,21.030150753768844,1,1,71.08306244415421,10.814070351758794,0
111,137.76584362240885,40,53.09565338744313,1,21.105527638190956,0,0,83.83640249947447,10.849246231155778,2
109,120.09281103271826,42,51.93273365809298,1,21.180904522613066,4,0,74.2228482254716,10.884422110552764,2
174,92.36281753177325,43,77.84382329046176,1,21.256281407035175,2,1,68.1245160458027,10.919597989949748,0
160,53.2338497152054,41,77.1971184225746,0,21.331658291457288,0,1,109.56938722297888,10.954773869346734,2
63,59.267865238523356,39,76.61443754776346,1,21.407035175879397,4,0,101.62203335042489,10.989949748743719,1
133,115.1545487861325,11,10.882529140997264,1,21.482412060301506,4,1,83.6384170711608,11.025125628140703,3
179,130.6526539108602,31,69.96363875751106,1,21.55778894472362,3,1,79.8564152827598,11.060301507537687,3
119,107.28520703897988,32,70.69411120888039,0,21.633165829145728,3,1,83.44623358772088,11.095477386934673,3
194,125.23889684989743,26,64.27030582841135,1,21.708542713567837,3,0,54.091847547570325,11.130653266331658,1
172,119.66529757605278,18,70.50117263131621,0,21.78391959798995,0,0,67.6596420285023,11.165829145728644,2
138,39.46151583440451,11,77.35762971973669,1,21.85929648241206,0,0,42.762167302362954,11.201005025125628,2
77,75.11282567872925,41,47.62552432814285,0,21.93467336683417,2,1,73.28822262407786,11.236180904522612,0
115,39.88789410771315,26,50.16401707907577,0,22.01005025125628,3,0,78.01172087703642,11.271356783919598,2
54,50.580626024258024,9,19.97712455291124,0,22.08542713567839,4,1,55.94248152722467,11.306532663316583,0
94,133.00375120463684,6,40.83007064378894,1,22.1608040201005,1,0,107.48201930158596,11.341708542713569,1
96,81.47595553231368,31,61.469214392942746,1,22.236180904522612,2,0,103.66182276560694,11.376884422110553,3
80,89.59655323954591,25,72.43198209178196,0,22.311557788944725,0,1,90.55002648191342,11.412060301507537,3
188,43.19797547961038,42,27.376727815296846,0,22.386934673366834,2,0,77.33706401357537,11.447236180904522,3
59,60.595332186343484,19,21.025831932738832,1,22.462311557788944,2,1,100.89784117533794,11.482412060301508,2
167,49.93200189562309,25,63.04336036003938,1,22.537688442211056,2,1,49.1456640676424,11.517587939698492,0
63,46.80420138739544,14,10.150390681992851,0,22.613065326633166,2,0,95.33568559924194,11.552763819095478,0
129,102.93490313107611,27,24.269806744586386,1,22.688442211055275,1,1,48.73745697767938,11.587939698492463,1
142,53.394900193942924,43,12.325710427516299,1,22.763819095477388,3,0,95.59474637845838,11.623115577889447,2
59,102.1620131826544,9,23.350809428389674,1,22.839195979899497,4,0,59.30372977759499,11.658291457286431,1
125,27.599099834112007,5,24.50554239404042,1,22.914572864321606,2,1,101.39634067127322,11.693467336683417,0
143,38.43067115852324,17,41.013887580031536,0,22.98994974874372,2,0,106.08294656777785,11.728643216080402,0
154,55.6902330200163,25,42.186169974924475,1,23.065326633165828,2,1,50.41571785835809,11.763819095477388,3
50,97.61609919643992,30,79.94099764881902,1,23.140703517587937,3,0,72.38729235457754,11.798994974874372,2
182,107.85936186135888,49,50.808776999906016,0,23.21608040201005,0,0,108.66911647138795,11.834170854271356,0
69,77.55320568133853,25,67.8723812489829,0,23.29145728643216,0,0,73.83852051812026,11.869346733668342,3
57,77.95281889503977,22,18.330988633622994,1,23.36683417085427,1,0,100.44832657601816,11.904522613065327,2
50,114.18719068182035,41,28.035100437095508,1,23.44221105527638,0,0,81.21120654919238,11.939698492462313,1
106,22.056741929525717,49,66.23547527829415,1,23.517587939698494,2,1,66.27309355437214,11.974874371859297,2
113,64.34170318164867,36,14.224316837482247,1,23.592964824120603,2,1,60.00484888681092,12.010050251256281,2
167,126.43191742550026,40,48.927812979500246,0,23.668341708542712,2,1,54.22561637602611,12.045226130653266,0
77,98.41852332773838,21,57.949517253034706,0,23.743718592964825,1,1,93.32587339643881,12.080402010050252,0
170,63.83952725820465,39,58.17165152419848,0,23.819095477386934,2,1,67.05783547761195,12.115577889447236,2
156,137.7182230028576,15,11.834624901443362,1,23.894472361809044,0,1,75.78928235405257,12.150753768844222,0
98,120.44095456841973,25,35.76864033833484,1,23.969849246231156,3,0,74.46278360008273,12.185929648241206,0
169,54.43640814077534,30,60.91925208393232,1,24.045226130653266,3,0,80.40953204631919,12.22110552763819,0
93,103.8876788783432,8,21.919978891939476,1,24.120603015075375,4,1,100.59040019371866,12.256281407035175,3
105,97.44759466456436,38,65.63325186624425,0,24.195979899497488,0,1,108.65175405084005,12.291457286432161,3
160,72.15442882506775,22,69.67401670509396,0,24.271356783919597,2,0,68.53089460016719,12.326633165829145,2
183,67.7042902966241,44,88.55753523569162,1,24.346733668341706,3,0,97.92632454744121,12.361809045226131,0
157,64.6628617208415,39,26.787359588512754,0,24.42211055276382,0,0,93.51694562583023,12.396984924623116,3
197,100.23025184143408,45,76.01045341328921,1,24.497487437185928,3,1,80.14702660189013,12.4321608040201,2
163,77.51329174248704,33,51.62372615349233,1,24.572864321608037,2,1,106.92330005283532,12.467336683417084,0
127,128.14220472268488,33,39.877007691533876,0,24.64824120603015,3,1,54.0332160869882,12.50251256281407,1
179,107.04834009741505,42,19.790140586014235,1,24.723618090452263,4,0,47.6484947216735,12.537688442211056,0
86,29.09110874222644,46,68.840448519003,1,24.798994974874372,4,0,99.77733768687955,12.57286432160804,0
69,103.2218690976616,25,28.868607931494967,0,24.87437185929648,3,1,70.74048716436238,12.608040201005025,3
75,55.24916674502403,46,39.71376014984366,1,24.949748743718594,0,1,99.28781979449423,12.64321608040201,2
78,97.06555891494494,17,15.003378151789475,1,25.025125628140703,0,0,102.51631436367904,12.678391959798995,2
50,108.41715104344868,45,74.10935326556152,0,25.100502512562812,0,0,44.372031553335,12.71356783919598,3
168,50.00779459002157,21,71.32708191773148,1,25.175879396984925,3,0,101.84253340902424,12.748743718592966,0
84,79.39162383444793,13,68.689266403385,0,25.251256281407034,0,0,71.38233387585956,12.78391959798995,1
108,44.742232166478814,45,33.95548083935093,1,25.326633165829143,2,1,75.73027423029626,12.819095477386934,0
118,26.80405385224608,5,23.87840594127658,0,25.402010050251256,4,0,83.86147577652471,12.854271356783919,0
61,69.20193505316297,6,61.00426115761838,0,25.477386934673365,2,0,104.84678247110607,12.889447236180905,1
69,67.18275533997897,33,49.69331072905756,0,25.552763819095475,0,0,41.338126610083485,12.924623115577889,3
92,149.41246379155342,37,24.26019735237133,1,25.628140703517587,2,1,73.3790427822472,12.959798994974875,2
175,78.02580565569349,14,64.8729016839891,0,25.703517587939697,0,1,88.14054297013925,12.99497487437186,3
99,63.364041431386056,44,89.2901145457043,0,25.778894472361806,3,0,90.589487038876,13.030150753768844,3
78,95.4617508731677,25,69.777567019363,0,25.85427135678392,2,0,88.47727020759756,13.065326633165828,0
88,31.5397612340099,32,69.19891093484894,0,25.92964824120603,3,0,49.410459058568534,13.100502512562814,2
87,145.01654567412572,15,86.02502023444734,0,26.00502512562814,3,1,60.95769118601768,13.1356783919598,2
133,102.54480592683431,38,26.234909405992177,1,26.08040201005025,1,1,65.11008677919094,13.170854271356784,3
177,118.1289165923102,12,55.24399719371523,1,26.155778894472363,0,1,96.31060453756535,13.206030150753769,1
175,42.16213196260928,26,88.37173720271068,1,26.231155778894472,4,0,59.51319106901871,13.241206030150753,3
94,73.2321208906765,12,23.223528877613965,1,26.30653266331658,0,1,54.74934747070422,13.276381909547737,1
101,74.94958474150464,19,66.02015675556169,1,26.381909547738694,4,0,107.02136133266673,13.311557788944723,2
129,126.83483770714129,21,56.86481167775216,1,26.457286432160803,0,0,40.620429957942825,13.34673366834171,3
173,20.16076836872323,27,56.91832737509656,1,26.532663316582912,3,0,109.84745989773847,13.381909547738694,0
168,59.11090408592316,28,65.81365020160601,0,26.608040201005025,2,1,87.37749092001769,13.417085427135678,3
57,147.5607286647595,49,84.36935383005473,1,26.683417085427134,2,0,97.9928509614382,13.452261306532662,2
134,81.73525065580841,23,72.60655518810704,0,26.758793969849243,1,1,60.62335774423352,13.487437185929648,0
178,69.72841643172107,9,14.4908882732968,0,26.834170854271356,4,1,41.0020694366942,13.522613065326633,0
57,35.577770262294024,36,78.21824159005689,1,26.909547738693465,4,0,91.6508662993071,13.557788944723619,1
145,146.641401721642,48,28.04330639405861,0,26.984924623115575,4,0,98.3901217900473,13.592964824120603,0
151,22.603426270357183,5,40.153133178909755,0,27.060301507537687,3,1,91.83332923674634,13.628140703517587,0
54,115.8334292509416,27,46.93862508899058,0,27.1356783919598,4,0,49.9995201110587,13.663316582914572,3
135,119.9179746225061,41,48.47248006024557,0,27.21105527638191,2,1,92.73995455798783,13.698492462311558,2
83,51.67537308830266,12,44.81443194042854,1,27.28643216080402,3,0,93.82459474753486,13.733668341708544,1
104,107.30259766969485,17,84.98826353726915,1,27.36180904522613,0,1,86.09783609690385,13.768844221105528,3
168,32.08078876932069,12,66.48152061312197,1,27.43718592964824,4,1,93.62811529569103,13.804020100502512,0
163,53.41614463617038,27,60.49365167653651,1,27.51256281407035,4,1,99.21450077744126,13.839195979899497,0
194,122.42725847799444,47,13.987362222635324,1,27.587939698492463,0,1,82.95228799662209,13.874371859296481,1
75,132.40920496436024,5,82.31306642082997,1,27.66331658291457,4,0,46.20232997787753,13.909547738693467,2
185,99.10323364577287,49,82.7512153606717,1,27.73869346733668,0,0,74.13394667670477,13.944723618090453,1
96,85.88899613666274,28,72.41704507440818,1,27.814070351758794,3,1,45.435453427012355,13.979899497487438,3
162,40.709522680467444,39,10.562336305089532,1,27.889447236180903,2,1,68.52801217227017,14.015075376884422,1
125,28.204174300289523,28,14.582420086209869,1,27.964824120603012,0,0,68.49745423879394,14.050251256281406,0
121,35.29437370156262,21,28.01789618147918,0,28.040201005025125,1,0,44.62068908981691,14.085427135678392,3
138,49.55644901249284,9,20.507952651592536,1,28.115577889447234,0,0,64.41743737786355,14.120603015075377,0
95,64.41768524659972,24,41.906882376298356,0,28.190954773869343,4,0,47.769866915392036,14.155778894472363,2
82,69.51823831642834,25,83.80984464702317,0,28.266331658291456,3,0,96.57646470064554,14.190954773869347,0
50,65.02182991657045,44,47.76483473575986,0,28.34170854271357,3,0,106.33816181751295,14.226130653266331,0
196,51.07719318564453,35,11.072210114573249,0,28.417085427135678,0,1,45.0621532680557,14.261306532663315,1
80,86.26415207772075,40,32.61965516630096,1,28.492462311557787,2,0,106.8580645104191,14.296482412060302,0
191,127.28719407027658,15,13.567592669836923,0,28.5678391959799,1,0,76.58036195357215,14.331658291457288,3
102,56.3614600012923,19,12.903009809080173,1,28.64321608040201,3,1,60.96959745677117,14.366834170854272,3
97,142.5103124832903,23,32.057588247644176,1,28.71859296482412,4,0,45.38034526933144,14.402010050251256,2
118,133.5337660241002,11,32.048987094315635,0,28.79396984924623,4,0,75.04369876492925,14.43718592964824,3
154,41.029347475774244,32,72.97012820812833,1,28.86934673366834,2,0,95.61608811435241,14.472361809045225,1
139,122.21587437842228,47,87.98677222248895,0,28.94472361809045,3,0,89.49605340866887,14.507537688442211,2
112,94.69635970130966,9,39.69656751119986,0,29.020100502512562,0,0,43.51582080247816,14.542713567839197,3
122,93.65479708228442,9,44.310950308883086,1,29.09547738693467,4,1,45.103128475753245,14.577889447236181,1
138,70.83555919756267,34,77.58315490288172,1,29.17085427135678,2,0,68.2011297842846,14.613065326633166,3
62,85.14988989366127,36,31.45112160764107,0,29.246231155778894,3,1,60.67033458335603,14.64824120603015,3
122,71.63324106579743,12,22.510544352275836,1,29.321608040201003,3,1,56.26690261392335,14.683417085427136,0
126,90.16524043879257,14,78.24716987229203,1,29.396984924623112,3,0,59.67031492360995,14.71859296482412,3
117,101.63350686044265,42,13.72004691520524,1,29.472361809045225,3,1,96.24379203078192,14.753768844221106,3
147,107.6594948331763,36,59.57595521595326,0,29.547738693467338,3,0,105.04596375422977,14.78894472361809,1
174,89.2225550327254,32,54.959427797344546,0,29.623115577889447,4,1,68.35718861692965,14.824120603015075,1
151,113.78486875273512,21,37.67363580013554,1,29.698492462311556,2,1,103.42777014927479,14.85929648241206,0
181,38.366146405815755,35,35.21516168778872,1,29.77386934673367,3,0,62.50469908735174,14.894472361809045,3
151,47.557723817291006,12,71.7486180945297,1,29.849246231155778,1,0,73.35058904406542,14.929648241206031,0
68,126.43555052965512,44,16.913968861003717,1,29.924623115577887,1,0,55.82202984711998,14.964824120603016,3
131,61.928637120033976,29,28.942744744910833,1,30.0,2,0,84.83332295230908,15.0,2
